"stimulus","Id_flow","lizard_id","clutch","sex","temp","cort","age_trial","age_euthanasia","trial","prey","t_D","motivation","region","mean_mitodensity","mean_potential","mean_ros","mean_size","mean_dnadamage","mean_peroxidation","mean_conpotential","mean_conros"
"Chemical",1,2414,"CL652_23","Female","Hot","CORT",-0.214554664802427,-0.287118268238407,2,"Familiar",-0.560691552819663,1,"OB",-0.193306331592049,-0.399373453872122,-0.0802705457062999,-0.752134910518785,-0.497115809691399,-0.837437350825623,-0.527240954352532,0.163369825014214
"Chemical",1,2414,"CL652_23","Female","Hot","CORT",-0.214554664802427,-0.287118268238407,4,"Unknown",-0.278147738252038,1,"OB",-0.193306331592049,-0.399373453872122,-0.0802705457062999,-0.752134910518785,-0.497115809691399,-0.837437350825623,-0.527240954352532,0.163369825014214
"Chemical",10,2031,"CL549_22","Female","Cold","Control",-0.0102168888001156,-0.0654831138087594,1,"Familiar",0.44762391525598,1,"OB",0.244520702625149,0.59013896221361,0.051468388598639,-0.344508341401492,-0.0146606196765091,-0.734903700414031,0.845420520111623,-0.217890786783129
"Chemical",10,2031,"CL549_22","Female","Cold","Control",-0.0102168888001156,-0.0654831138087594,3,"Unknown",-0.154715795446438,1,"OB",0.244520702625149,0.59013896221361,0.051468388598639,-0.344508341401492,-0.0146606196765091,-0.734903700414031,0.845420520111623,-0.217890786783129
"Chemical",11,2346,"CL633_23","Female","Cold","CORT",-0.439326218404969,-0.488604772265359,2,"Unknown",0.125767838579661,1,"OB",0.307048409622876,0.628509908749334,0.324006703717342,-0.289927535499841,-0.159169305621614,-0.524507274739693,0.841937424890013,0.28702614288198
"Chemical",11,2346,"CL633_23","Female","Cold","CORT",-0.439326218404969,-0.488604772265359,4,"Familiar",0.104655747710468,1,"OB",0.307048409622876,0.628509908749334,0.324006703717342,-0.289927535499841,-0.159169305621614,-0.524507274739693,0.841937424890013,0.28702614288198
"Chemical",12,2224,"CL600_22","Male","Hot","CORT",0.0715182216008089,0.0151114878020214,3,"Unknown",-0.0686141358930517,1,"OB",0.375404206648311,0.771125705116989,0.31369101717038,-0.046422022900526,0.0832659835509162,-0.573834310667163,1.01091010912462,0.160915683926067
"Chemical",12,2224,"CL600_22","Male","Hot","CORT",0.0715182216008089,0.0151114878020214,4,"Familiar",-0.0686141358930517,1,"OB",0.375404206648311,0.771125705116989,0.31369101717038,-0.046422022900526,0.0832659835509162,-0.573834310667163,1.01091010912462,0.160915683926067
"Chemical",13,2259,"CL607_22","Female","Hot","Control",0.0715182216008089,0.0151114878020214,1,"Unknown",0.256283169957785,1,"OB",0.345168225741224,0.583501675527744,0.37693801360872,-0.392713584096231,-0.127429155562195,-0.757281993835385,0.721796024248886,0.343315056232695
"Chemical",13,2259,"CL607_22","Female","Hot","Control",0.0715182216008089,0.0151114878020214,2,"Familiar",-0.167972454577096,0,"OB",0.345168225741224,0.583501675527744,0.37693801360872,-0.392713584096231,-0.127429155562195,-0.757281993835385,0.721796024248886,0.343315056232695
"Chemical",14,2564,"CL703_23","Male","Hot","Control",-0.500627551205662,-0.549050723473444,2,"Unknown",-0.0122922126411106,1,"OB",0.103788170262077,0.654300508930399,0.0130075296162101,-0.066683640162964,-0.0146606196765091,-0.814755293295479,1.12704885166588,-0.0944042554588163
"Chemical",14,2564,"CL703_23","Male","Hot","Control",-0.500627551205662,-0.549050723473444,3,"Familiar",0.0617256094902152,1,"OB",0.103788170262077,0.654300508930399,0.0130075296162101,-0.066683640162964,-0.0146606196765091,-0.814755293295479,1.12704885166588,-0.0944042554588163
